"otuids"	"ERR2210880"	"ERR2210890"	"ERR2210900"	"ERR2210980"	"ERR2210990"	"ERR2211000"	"ERR2211010"	"ERR2211020"	"ERR2211030"	"ERR2211060"	"ERR2211120"	"ERR2211180"	"ERR2211270"	"ERR2211280"	"ERR2211360"	"ERR2210881"	"ERR2210891"	"ERR2210901"	"ERR2210991"	"ERR2211001"	"ERR2211011"	"ERR2211021"	"ERR2211031"	"ERR2211041"	"ERR2211061"	"ERR2211081"	"ERR2211101"	"ERR2211181"	"ERR2211611"	"ERR2211631"	"ERR2210882"	"ERR2210892"	"ERR2210902"	"ERR2210992"	"ERR2211022"	"ERR2211032"	"ERR2211052"	"ERR2211062"	"ERR2211082"	"ERR2211092"	"ERR2211102"	"ERR2211272"	"ERR2211422"	"ERR2211532"	"ERR2210883"	"ERR2210893"	"ERR2210903"	"ERR2210983"	"ERR2211033"	"ERR2211063"	"ERR2211073"	"ERR2211083"	"ERR2211093"	"ERR2211103"	"ERR2211113"	"ERR2211183"	"ERR2211203"	"ERR2211623"	"ERR2211703"	"ERR2211713"	"ERR2211733"	"ERR2210894"	"ERR2210984"	"ERR2210994"	"ERR2211064"	"ERR2211074"	"ERR2211094"	"ERR2211104"	"ERR2211114"	"ERR2211244"	"ERR2211264"	"ERR2211274"	"ERR2211354"	"ERR2210895"	"ERR2210905"	"ERR2210985"	"ERR2210995"	"ERR2211005"	"ERR2211075"	"ERR2211085"	"ERR2211095"	"ERR2211105"	"ERR2211195"	"ERR2211245"	"ERR2211255"	"ERR2211265"	"ERR2211275"	"ERR2211345"	"ERR2211365"	"ERR2210896"	"ERR2210916"	"ERR2210986"	"ERR2210996"	"ERR2211026"	"ERR2211076"	"ERR2211086"	"ERR2211096"	"ERR2211106"	"ERR2211116"	"ERR2211186"	"ERR2211206"	"ERR2211256"	"ERR2211276"	"ERR2211516"	"ERR2211556"	"ERR2210877"	"ERR2210887"	"ERR2210897"	"ERR2210917"	"ERR2210977"	"ERR2210987"	"ERR2210997"	"ERR2211017"	"ERR2211027"	"ERR2211077"	"ERR2211087"	"ERR2211097"	"ERR2211107"	"ERR2211117"	"ERR2211177"	"ERR2211197"	"ERR2211267"	"ERR2211277"	"ERR2211337"	"ERR2210878"	"ERR2210898"	"ERR2210908"	"ERR2210918"	"ERR2210978"	"ERR2210998"	"ERR2211008"	"ERR2211018"	"ERR2211088"	"ERR2211118"	"ERR2211178"	"ERR2211248"	"ERR2211268"	"ERR2211278"	"ERR2210879"	"ERR2210889"	"ERR2210899"	"ERR2210919"	"ERR2210979"	"ERR2210989"	"ERR2210999"	"ERR2211009"	"ERR2211019"	"ERR2211029"	"ERR2211079"	"ERR2211119"	"ERR2211179"	"ERR2211189"	"ERR2211209"	"ERR2211269"	"ERR2211409"
"217700"	0	0	0	0	1	1	3	0	0	2	0	0	2	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"852722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"849156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"963779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4297391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1105280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"586388"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4477117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"221349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4434837"	350	1741	2335	20	30	26	318	841	1263	1934	1212	371	428	329	0	5267	4264	4231	23	100	73	3663	545	959	557	21	261	45	0	0	1662	3363	1496	46	2089	663	1497	186	4	71	285	200	0	0	4599	2264	859	14	1577	858	18	20	222	262	771	7	730	0	0	0	0	1925	27	38	480	27	26	67	3359	402	49	205	0	2059	2150	12	20	281	15	14	71	1461	262	600	778	876	600	0	0	2181	255	9	21	194	7	45	889	3580	3927	5	395	291	231	0	0	1253	388	100	236	14	25	25	1133	381	4	38	51	106	4376	115	133	610	703	0	443	700	315	152	16	553	273	3960	107	3242	271	119	68	552	1208	1053	5045	296	14	10	42	62	324	200	10	2721	234	3	283	313	0
"573135"	14	2	19	22	43	13	49	10	3	17	48	5	53	43	0	16	16	20	25	21	16	14	9	7	2	32	18	3	0	0	10	13	32	51	9	6	11	3	7	4	17	79	0	0	14	14	10	23	23	17	18	27	37	16	11	5	7	0	0	0	0	18	26	21	7	16	10	29	23	12	33	26	0	8	15	4	21	23	13	15	23	23	4	6	6	33	41	0	0	18	10	13	32	4	5	33	9	55	30	2	8	17	28	0	0	18	3	6	15	14	23	23	7	6	5	19	19	13	32	1	6	30	31	0	16	4	16	6	15	21	34	13	39	61	10	25	22	49	12	6	18	13	10	19	15	21	12	1	11	34	1	5	7	32	0
"810882"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"906820"	1	1	3	0	0	0	1	0	0	0	5	1	0	0	0	1	4	6	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	1	0	0	2	0	0	2	1	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	5	0	0	2	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	3	0	0	0	0	1	0	1	3	3	0	2	2	0	3	3	0	0	0	0	0	0	0	0	0	3	0	1	0
"1068902"	0	1	12	0	0	0	2	0	0	1	4	5	1	1	0	1	1	11	1	0	1	1	0	0	1	0	0	1	0	0	5	3	9	0	1	0	0	0	0	1	0	8	0	0	4	1	9	0	1	2	0	0	0	0	4	0	12	0	0	0	0	9	0	0	0	0	0	0	8	0	2	1	0	6	3	0	0	1	0	0	0	1	6	0	0	1	3	0	0	11	1	0	0	1	0	0	0	4	5	0	10	1	2	0	0	7	2	8	3	0	0	0	0	0	0	0	0	0	12	1	4	1	3	0	1	4	1	1	0	0	2	2	0	3	5	0	1	5	4	3	17	4	0	0	0	0	0	0	0	0	0	1	15	5	0
"854930"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"944435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17991"	1	1	10	5	4	0	5	1	1	3	3	0	3	1	0	0	0	4	9	1	2	2	7	0	0	1	0	1	0	0	1	0	7	8	2	7	2	0	0	0	0	1	0	0	0	1	13	1	19	7	0	0	1	0	0	1	0	0	0	0	0	9	4	2	2	1	1	1	1	0	2	2	0	2	11	4	3	1	2	0	7	2	0	0	0	2	1	0	0	5	1	2	2	1	1	1	0	1	6	1	1	1	1	0	0	3	1	2	0	8	11	5	3	2	0	2	0	0	2	1	0	0	3	0	3	2	3	1	4	4	4	2	2	7	4	2	0	2	4	4	6	4	2	2	0	0	4	1	0	23	1	13	0	0	0
"250148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3609950"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4339351"	21	5	62	152	38	32	51	33	93	24	56	0	5	4	0	11	21	47	20	64	28	12	4	12	19	3	23	1	0	0	12	11	32	64	30	6	62	4	10	26	21	2	0	0	8	8	29	34	5	35	135	7	110	16	19	0	4	0	0	0	0	32	24	21	9	2	20	283	51	1	1	0	0	16	26	8	6	8	4	17	179	65	9	1	0	0	1	0	0	42	25	10	44	3	11	66	23	510	38	0	2	0	0	0	0	106	30	3	24	1	8	2	5	3	4	14	61	14	33	1	3	0	0	0	13	19	12	20	2	28	98	15	45	99	15	0	0	1	32	27	33	14	21	9	32	49	25	2	7	90	2	0	5	3	0
"535678"	0	0	0	0	0	0	1	0	0	2	71	0	5	13	0	0	0	0	0	0	0	2	1	1	0	1	1	1	0	0	0	0	0	2	4	1	0	0	0	0	3	9	0	0	0	0	0	0	3	3	1	1	3	4	32	0	7	0	0	0	0	0	1	0	3	2	1	6	35	1	18	4	0	1	0	0	1	0	1	0	2	9	3	1	0	1	16	0	0	0	0	0	0	2	0	3	1	10	57	0	5	2	17	0	0	0	0	0	0	0	1	0	1	2	0	2	1	4	47	1	0	4	17	0	0	0	1	0	0	0	1	1	1	37	0	1	3	15	0	0	0	0	0	0	1	1	1	2	0	38	0	0	4	6	0
"249571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1106748"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"541511"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"788268"	2	1	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	6	0	1	0	0	0	3	3	0	0	0	0	0	2	0	4	0	0	0	1	0	8	0	1	0	1	2	4	0	1	2	1	0	0	0	0	14	0	0	0	0	3	0	3	0	0	0	0	3	10	0	0	0	1	0	0	0	0	0	0	1	0	0	0	7	10	0	0	0	1	4	2	6	1	0	0	1	0	0	0	3	2	0	6	0	0	1	0	0	2	3	1	1	2	0	2	0	0	0	1	2	0	5	1	0	0	0	3	0	0	0	0	0	2	1	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0
